whisky_name_raw,review_text,score,review_date,source_url,dedupe_hash
"Glann ar Mor ‘Only Rye’ (46%, Celtic Whisky Compagnie, single malt, France, 2015)","Glann ar Mor ‘Only Rye’ (46%, Celtic Whisky Compagnie, single malt, France, 2015) This is very interesting, it’s one of Glann ar Mor’s latest – and last - bottlings, distilled from malted rye in Pleubian, Brittany. It’s also so sad that that the little Formula One of French whisky will stop working on August 15 this year. Ha, bureaucracy and lobbies, always a nasty combination! Colour: gold. Nose: it’s got this breadiness that I love so much, and I cannot not think of Sonoma’s rye whiskey. So wholegrain bread, ginger, fennel seeds, salted butter caramel, a touch of brioche, this very peculiar soapiness that’s often to be found in good ryes – and that’s not really soapy, rather soap-like, in a good way. I also find touches of lavender flowers (again, not lavender eau-de-toilette, or air-freshener). I find this very aromatic and really très beau. I mean, very nice. Mouth: creamy, oily, bready, and, above all, very spicy. Much spicier than most American, Canadian, or even European ryes. Very good stuff, provided you enjoy heavy liquorice, caraway, cumin, ginger, poppy seeds, and nutmeg. And cardamom. What also works very well is the sweetness that coats all these spices, the buttered caramel, the faint saltiness, the lavender sweets, the zesty grapefruits and tangerines… Finish: long, with this feeling of pumpernickel covered with Monsieur Bordier’s (oh forget) salted butter. Or his seaweed-flavoured one. Also love the citrusy signature. A minimal touch of sawdust. Lovely bready/spicy retro-olfaction. Comments: one the very excellent young ryes out there. Love good rye. Let’s only hope it won’t become a collectable bottling – if you see what I mean. This just cannot end. SGP:471 - 87 points.",87,2015-07-12,https://www.whiskyfun.com/archivejuly15-1-Rock-Town-Koval-Willett-Wild-Turkey-Blanton.html,d4aff3d8731323ea7f023ad80af16c5e580684c86d994e421b9d62f557da25df
"St. George 'Lot 14' (43%, OB, USA, California, Single Malt Whiskey, 2014)","St. George 'Lot 14' (43%, OB, USA, California, Single Malt Whiskey, 2014) We had Lot 13 last year and really enjoyed it, even if that one did not quite have the ‘immediacy’ of other powerful crafty Americans (WF 81). Colour: straw. Nose: starts with funny whiffs of geranium (flowers, not stems!) and a wee cologne-y side, before blood oranges and cereals get in the game, as well as some ginger cookies, perhaps. And once again, I find a muscaty side and notes of marc de gewurz. Also fleur de bière (distilled hoppy beer). A little eau-de-vie-ish. Mouth: very sweet and fruity. It is distilled beer, after all. A feeling of Californian IPA, Lagunitas and colleagues. Tinned litchis, grappa... I really like the fact that they haven’t tried to bury all that in full-blown vanilla-ed oak. Finish: moderately long, all on ales and sweet beers. Slightly bitter hops in the aftertaste – but not sure there is any. Comments: I really like the honesty in this. It’s fresh and close to the raw materials. Score unchanged. SGP:631 - 81 points.",81,2015-07-03,https://www.whiskyfun.com/archivejuly15-1-Rock-Town-Koval-Willett-Wild-Turkey-Blanton.html,abefd3763afe9e5dc5aeebe692b804bce92ef21a90ead28e4d045b9f4b416bbc
"Blanton's Original 'Single Barrel' (46.5%, OB, USA, bourbon, barrel #325, +/-2014)","Blanton's Original 'Single Barrel' (46.5%, OB, USA, bourbon, barrel #325, +/-2014) Sour mash bourbon by Buffalo Trace, made with corn, rye and malted barley. The price is fair. Colour: gold. Nose: the oak’s rather loud, and I even find it a little planky, but what’s behind it is to my liking, with some maple syrup, yellow flowers, triple-sec and the faintest touch of coconut. No excessive varnish either. Mouth: creamy and spicy, with a hint of lavender, then rather stewed fruits (cranberries, rhubarb, apples) and quite a lot of cloves and cinnamon. Perhaps strawberry drops – and some custard, ‘of course’. Finish: rather long, with Provence herbs (thyme, rosemary) and more cloves again in the aftertaste. Comments: it’s a spicy bourbon, without any excessive sweetness. Should be easily mixable. SGP:561 - 82 points.",82,2015-07-03,https://www.whiskyfun.com/archivejuly15-1-Rock-Town-Koval-Willett-Wild-Turkey-Blanton.html,f57c8380c75b50fa7b25d3a85e55e42c2734c8d68a761441d830ea0fe2b25aac
"Evan Williams 'White Label' (50%, OB, USA, bourbon, +/-2015)","Evan Williams 'White Label' (50%, OB, USA, bourbon, +/-2015) Heaven Hill’s ‘budget’ high-strength bottling. 100 proof US, baby, and fully corn-driven (around 80%). Colour: full gold. Nose: totally vanilla-ed, in a pleasant way. Corn syrup aplenty, cakes and cookies, butterscotch, and even more vanilla, with hints of pear and pineapple sweets. Does the job. With water: vanilla cake, a little dust. More vanilla cake. Even more vanilla cake. Mouth (neat): Jell-O, Haribo bears and all marshmallows of the creation, plus a little sawdust (well, quite some sawdust) and vanilla. It’s a little rough, perhaps? With water: gets very sweet, even more vanilla-ed, with a good fruitiness, and always this sawdust in the background. Cinnamon cake, tea. Finish: relatively long, oaky. Toasted cake. The aftertaste is a little drying (sawdust!) Comments: honourable! And the price is low. SGP:630 - 78 points.",78,2015-07-03,https://www.whiskyfun.com/archivejuly15-1-Rock-Town-Koval-Willett-Wild-Turkey-Blanton.html,5ce02b0df0c2da24f08630799e5fc40f068bcf9252302ef448f893ed7a9991c0
"Wild Turkey 'Rare Breed' (56.4%, USA, bourbon, +/-2015)","Wild Turkey 'Rare Breed' (56.4%, USA, bourbon, +/-2015) This by Austin Nichols. It’s said to be 8 years old on average, and ‘small batch’, which may mean nothing. Colour: deep gold. Nose: very ‘bourbon’, that is to say rather smooth, rounded, caramelly and fudge-y, with plenty of cakes, vanilla, raisins, toffee and brioche. Very easy despite the high strength. With water: some rather lovely tea-ish, earthy oak. Swims extremely well. Mouth (neat): creamy and honeyed, oaky and spicy, and again, extremely ‘bourbon’. Honey, maple syrup, Cointreau, cinnamon mints, pipe tobacco and a touch of aniseed (pastis). Sort of French, in a way, but let’s remember that Wild Turkey used to belong to Pernod Ricard until around three years ago. They sold it to Campari for around US$ 600.000 – not sure that was a smart move, was it? With water: fruity, softly oaky, smooth, honeyed… Many tinned fruits, especially pineapples and pears. And it’s quite complex. Finish: good length, soft as silk, honeyed, fruity… Comments: very ‘average’, in the very best sense of that word. My favourite today, no doubt. SGP:630 - 85 points.",85,2015-07-03,https://www.whiskyfun.com/archivejuly15-1-Rock-Town-Koval-Willett-Wild-Turkey-Blanton.html,65dde71bd0af4a4c378f9dad84bd81c1a8ea455e9787152f22ec6fa313b9968b
"Rock Town 'Bourbon' (46%, OB, USA, Arkansas, +/-2015)","Rock Town 'Bourbon' (46%, OB, USA, Arkansas, +/-2015) This is their ‘standard’ release bourbon. 81% corn, 9% Wheat, 9% Malted Barley. Hold on, 1% is missing! All grains are grown locally. Oh and we’ll try to add some music by Black Oak Arkansas, quite loved that band back in the 1970s, my dad used to bring me back their records from the US, as you couldn’t find them in France. But we’re digressing again… Colour: gold amber. Nose: the oak’s loud. I’m rather less fond of this style, which seems to be totally oak-driven, although I wouldn’t say the distillate is weak, not at all. It’s just that this is gentler than the rye-fuelled babies, and that you’d rather like maple syrup, vanilla, and pencil shavings. Mouth: good, solid, oaky, vanilla-ed, creamy, slightly spicy. I find it a little plankish, but on the other hand, some toasted cake and cinnamon cake do make up for that. Finish: less personality, less idiosyncrasies, this is rather UMC young bourbon, I’d say. Well crafted, just less interesting. But I enjoy mucho the caramel. Comments: in fact, I like the ‘Young Bourbon Whiskey’ version, which is younger, rather better. How bad is it, Doctor? SGP:551 - 80 points.",80,2015-07-02,https://www.whiskyfun.com/archivejuly15-1-Rock-Town-Koval-Willett-Wild-Turkey-Blanton.html,257affaeb44af263e8bc4d71c4b77095695ee76fe1a3c456d90c01cb34cffb06
"Dad's Hat 'Pennsylvania Rye Whiskey' (45%, OB, USA, Pennsylvania, +/-2014)","Dad's Hat 'Pennsylvania Rye Whiskey' (45%, OB, USA, Pennsylvania, +/-2014) The vermouthy version was very fine, let’s check this one. According to the very excellent people at K&L, this is ‘made from 80% rye, 15% malted barley, and 5% malted barley’. Ahem, that could be the Mai Tai effect ;-). Colour: gold (lovely colour). Nose: same feelings, it’s a milder, easier version of Dad’s Hat. Soft breads, soft breads, and soft reads. Leaven, gingerbread, sweet brioche, violet and lavender ice creams (you should really try them, really. Go to Provence!)… There’s also a discreet earthiness – an asset, for sure. Mouth: cancel that, this works a treat. Rye aplenty, breads, cakes, pastries… It’s like visiting a baker friend early in the morning while he starts working (and you’ve just left the nightclub). Orgeat, spicy bread, caraway, cinnamon, geranium syrup (ever tasted that?)… Finish: long, spicy, a tad drying once again. It’s probably hard to come up with a great finish when you’re using very active oak on some young distillate. The craft distiller’s dilemma, as FZ would have said. Comments: very great effort nonetheless. There is some depth to this young baby. SGP:451 - 82 points.",82,2015-07-02,https://www.whiskyfun.com/archivejuly15-1-Rock-Town-Koval-Willett-Wild-Turkey-Blanton.html,42ce99b77fc4e5a96418503bce25f37834fa00e81c135c1999843fa393c8a795
"Willet 4 yo 'Single Barrel Rye' (55%, OB, USA, +/-2015)","Willet 4 yo 'Single Barrel Rye' (55%, OB, USA, +/-2015) So, we’ve tried quite a few old Willetts, and they have been great. But we’ve heard that following bottlings have been ‘sourced’ (oh the very horror), while newer distillates have been made in-house. Not too sure, and I do not want to spend hours online trying to separate the wheat from the chaff (so to speak). Hell, let’s just drink this! Colour: gold. Nose: oh? There’s an estery sweetness that’s not too pleasant. Reminds me of Indian whiskies – not Amrut or Paul John, mind you. Molasses, oranges, overripe apples, toasted bread. Not too sure… With water: and sweet beer. Mouth (neat): ah, now we’re talking. It’s small chat, but it’s chat. Fruit drops, hay, apple juice, spicy oak, Mars bar. A much thinner body after the rye-driven whiskies. With water: good easy sweet fruity. The youth comes out (more). Finish: some vanilla. Comments: not a very rye-y rye, I’d say. We’re kind of far from the old Willetts. But things may happen in the future. SGP:440 - 73 points.",73,2015-07-02,https://www.whiskyfun.com/archivejuly15-1-Rock-Town-Koval-Willett-Wild-Turkey-Blanton.html,ff8e08714ad76d5706a13a5e7e5132896a49e284954af6e365d2af1cadd972f2
"Early Times 'Fire Eater' (35%, OB, USA, cinnamon liqueur with whiskey, +/-2015)","Early Times 'Fire Eater' (35%, OB, USA, cinnamon liqueur with whiskey, +/-2015) Some dreadful packaging that would make Stevie Nicks cry and Jeb Bush apply for French citizenship, we must be in Fireball territories! Jesus Mary and Joseph, we’re not joking, I am trying this. Colour: straw (eh? Ran out of caramel?) Nose: oh my oh my oh my. Cinnamon liqueur, cinnamon cake, cinnamon mints, Wrigley’s cinnamon-flavoured bubblegum and cinnamon syrup. Just not genuine cinnamon. Mouth: I guess there’s more sugar than in Coca-Cola. I know why only 35% vol., that’s because saccharin took all the room. Now, seriously, on plenty of ice, and provided you enjoy sweet cake-y cinnamon (bordering on crystallised ginger), this ain’t too bad. Fireball is – excuse me, was – even worse. Finish: long, cloying, sugary, horrible. Ginger-from-a-suburban-Chinese-restaurant. A dentist’s worst nightmare. Comments: a waste of whisky. Coz there’s genuine whisky in this, am I not right? Let’s protect our young people, and prohibit these sugary monstrosities! SGP:922 - 26 points.",26,2015-07-02,https://www.whiskyfun.com/archivejuly15-1-Rock-Town-Koval-Willett-Wild-Turkey-Blanton.html,089276e0c20fa538d37e713ab21e31c49588d577334e6ca62a93055cf83df3e1
"Koval 'Four Grain' (47%, OB, USA, +/-2015)","Koval 'Four Grain' (47%, OB, USA, +/-2015) This Chicagoan whisky is made from a mash bill of oat, malted barley, rye, and wheat and aged in new oak for a couple of years. And it is organic! Colour: pale gold. Nose: unusual, dry, kind of smoky and yet it’s not smoky, with notes of cinnamon cake, ashes, wholegrain bread (sunflower, acorn squash), then putty and fresh paint, which isn’t unpleasant at all. Also a bit of leather and something carbolic. Globally bready, but not as bready as other, more extreme young American whiskies. Mouth: I find this excellent, sure it’s very young, but this bready and spicy profile just works for me. Gingerbread and pepper, cardamom, toasted bread, nutmeg (a lot), cinnamon cake, ginger tonic, Campari… Gets a little rough, but after all it’s barely two. Is it two? Finish: long and spicy. Nutmeg and cardamom in bitter orange juice. Comments: I really like these characterful spicy styles. Indeed, in this kind of case, age doesn’t matter much ;-). SGP:461 - 84 points.",84,2015-07-01,https://www.whiskyfun.com/archivejuly15-1-Rock-Town-Koval-Willett-Wild-Turkey-Blanton.html,772d93b8eb301171659cdfe30914243bf8c52594860905c783d54805e001574e
"Dad's Hat 'Vermouth Barrel Finish' (47%, OB, Pennsylvania Rye, USA, +/-2014)","Dad's Hat 'Vermouth Barrel Finish' (47%, OB, Pennsylvania Rye, USA, +/-2014) A vermouth barrel finish? As they say, LOL. Apparently, this baby was aged for six months in new quarter casks, and finished for three months in vermouth. So it’s a toddler, isn’t it. Colour: orange amber. Nose: fun stuff! High rye, orange liqueur (triple sec), sweet bread, amlou (that’s a great mixture of argan oil, Atlas honey and almonds made in Morocco by the Berbers), gingerbread, spiced honey and… spiced honey. Almond cake. It doesn’t play it quiet, but I don’t think you could do much better within just nine months. Mouth: sweet, creamy, very rye-y, spicy… The oak’s a tad loud for my taste, but other than that, I enjoy this American pumpernickel. Oak extracts, cloves, cinnamon, black bread, orange zests… Sadly, it tends to become drying, that’s probably the new oak. Finish: long, spicy, oaky. Strong black tea without sugar. Comments: only the finish and ‘the end of the middle’ were too drying, what happened before was very enjoyable. Hats off to them (ooh that’s clever, S.)! SGP:451 - 80 points.",80,2015-07-01,https://www.whiskyfun.com/archivejuly15-1-Rock-Town-Koval-Willett-Wild-Turkey-Blanton.html,9a0409889c29c1784bd34bfbae2076c06f0317db890be15db26fdfcc7b193e86
"Rock Town 'Four Grain Sour Mash Bourbon' (46%, OB, Arkansas, USA, +/-2015)","Rock Town 'Four Grain Sour Mash Bourbon' (46%, OB, Arkansas, USA, +/-2015) Another ‘four grain’ whiskey. Earlier bottlings by Rock Town had been pretty impressive. In this case, some rye’s been added to the mash bill and the ‘sour mash’ technique’s been used. Colour: orange amber. Nose: same family of aromas, that is to say honey, spices, and Seville oranges. In fact this one’s rather breadier and more honeyed at the same time, it’s almost liquid cake. Balance is just perfect. Mouth: very creamy, spicy and honeyed, with touches of lavender sweets, orange drops, a bit of fudge, then various breads, as expected. Warning, I may quote pumpernickel again! Tends to become a little drying, just like the Dad’s Hat, but the additional breadiness makes for compensation. Some liquorice. Finish: long, spicy, with cloves, caraway, cinnamon, and nutmeg. Oh and bread. Comments: impressive (very) young whisky. What I like best in these is the fact that they’re so un-boring. SGP:451 - 83 points.",83,2015-07-01,https://www.whiskyfun.com/archivejuly15-1-Rock-Town-Koval-Willett-Wild-Turkey-Blanton.html,3780f8947488ae0a913b9f20d9ddef2f8a41032e5acb09936422ec8b75138d87
"Dry Fly 'Triticale Whiskey' (44%, OB, USA, Washington state, +/-2015)","Dry Fly 'Triticale Whiskey' (44%, OB, USA, Washington state, +/-2015) What is triticale, you may ask? It’s a hybrid of Wheat and Rye. And Dry Fly? It is a craft distillery in Spokane, Washington. This whiskey was not sourced from out-of-state factories! So no fakery here… Colour: pale gold. Nose: this is much smoother (am I the only one to like the word smooth?), rounder, with more custard, fudge and brioche, and even a feeling of warm butter croissant early in the morning. After that arrival, we’re rather finding quinces, white bread, and a fistful of golden barley. Opening a new pack of Kellogg’s best (so to speak). Maybe drops of ale – IPA! Mouth: smooth (yeah!), easy, spicy and creamy, starting with acacia honey and cereal biscuits, and going on with sweet spices, caraway eau-de-vie, touches of aniseed, poppy seed, vanilla… Finish: of good length, spicy, a little drying again (young whiskeys ex-hyperactive oak cannot not get drying, can they), with an unexpected sweeter signature. Violet sweets? Comments: a gentler American craft whisky. Quality’s simply very high again. SGP:441 - 83 points.",83,2015-07-01,https://www.whiskyfun.com/archivejuly15-1-Rock-Town-Koval-Willett-Wild-Turkey-Blanton.html,b62750371733caa898cb64bcfeb35fc3c46882b902e8bda5393d622cc8cef26a
"Aultmore 12 yo (46%, OB, +/-2015)","Aultmore 12 yo (46%, OB, +/-2015) I have to say I find the packaging totally superb. Well done Stephen and gang! The strength is cool too, and so is the colour. Colour: white wine. Nose: starts with cider and beer, in a very fresh, country-inspired manner. It’s not one of these sexy-commercial-travel-retail Speysiders at all, rather a pure and slightly raw expression of all things malty, grassy, and mineral. Apple peelings, rhubarb, wet limestone, candle wax… This is malt whisky! Mouth: it’s full and fresh, with oranges and, once again, rhubarb, plus some honey and a drop of tinned pineapple juice. Rather fruitier, but body and structure remain firm and ‘honest’. Excellent maltiness. Finish: quite long, maltier, with roasted peanuts, cider apples, and malty ale. Malty and mineral aftertaste. Comments: it’s funny, but this feels like an independent bottling. Very malty and pretty elegant. Kind of un-commercial, in a way. Beats many entry-level Speysiders in my book. SGP:452 - 83 points.",83,2015-07-31,https://www.whiskyfun.com/archivejuly15-2-Auchentoshan-Dalmore-Bunnahabhain-Glendronach-Ardbeg.html,b56bae529bc0b3b8fa7dbf1544969a3b0a7f14330084c1714ef63590f0fe8198
"Aultmore 25 yo (46%, OB, +/-2015)","Aultmore 25 yo (46%, OB, +/-2015) A stunning packaging again, rather ‘elite’, and maybe just a wee tad ‘Balvenie’. Well, probably not. And it’s great that they haven’t used fake decimals for the ABV, as is customary elsewhere. You know, 45.9%, 46.1%... Having said that, it’s very pricey whisky (420€) so it better be good. Colour: full gold. Nose: yes! Artisan ales, cigars, smoky teas (lapsang stuff), roasted malt and nuts, a little burnt oak, apples from last year, brown toasts, Van Houten’s cocoa powder, dried porcinis… It’s a big style, very malty and ‘burnt’, which is absolutely great on the nose but that may suggest a palate that could be ‘too big’. Yes that’s possible, let’s see… Mouth: indeed it starts a little burnt and ‘stouty’, with some brownies, chocolate cookies, toasts, roasted pecans, a lot of malt and quite some artisan chocolate. I know some officials who would have added a lot of caramel to make this one mahogany in colour, which would have perfectly fitted this profile. But they didn’t, kudos to them. Burnt cake, leather, burnt oak, a little marmalade. I like this really a lot, it’s supremely malty whisky. Finish: long, perfectly bitter and malty, and yet balanced and spicy. It’s only now that a little obvious oak comes into play. And coffee. Comments: very high quality composition, with a distillate that’s maybe not the most characterful ever. I say greatly done. SGP:452 - 89 points.",89,2015-07-31,https://www.whiskyfun.com/archivejuly15-2-Auchentoshan-Dalmore-Bunnahabhain-Glendronach-Ardbeg.html,d3a9711f895026026dc276c257006973ad7bc94524bc4b17943140f3242940b2
"Aultmore 28 yo 1982/2011 (46%, Mo Òr Collection, bourbon hogshead, cask #2219, 300 bottles)","Aultmore 28 yo 1982/2011 (46%, Mo Òr Collection, bourbon hogshead, cask #2219, 300 bottles) I’m still mourning the death of this collection. These great people have been right too early. Imagine, bottlings from strictly all Scottish distilleries, including Ladyburn and Glen Flagler (haven’t checked that one). But yeah, lazy people want Ardbeg… In truth, this lovely series was probably too ‘intellectual’. Colour: straw. Nose: brighter than the OBs, smokier as well, this noses like some barbecued apples and bananas. There’s something shaky as well, having said that, like hints of new leatherette, new shoes, new tyres, gravel, basalt, pitch, hay, furniture polish, old motorcycle, cured ham… Sounds unlikely? It is, but it’s fun. Mouth: ah yes yes yes. Firm malty apples, cake crust, myrtle liqueur (haven’t been to Corsica this year yet – what am I doing?), burnt cake, some kind of dry herbal liqueur, artichokes, what we call amer bière (such as Picon, Alsatians use to add it to their beers), bitter oranges… Behind that, a flowery lightness that you could miss if you rush things. Light honey, sugarcane syrup… That’s all very good. Finish: quite long, with an herbal side that makes it even better. Comments: it’s complex, it needs your time and your attention, and it delivers. Just be patient. SGP:452 - 88 points.",88,2015-07-31,https://www.whiskyfun.com/archivejuly15-2-Auchentoshan-Dalmore-Bunnahabhain-Glendronach-Ardbeg.html,80f8db53427e880c03d5086019d5dc82e24b174aa6591065045ba2a98e66a791
"Glenfiddich 'Reserve Cask' (40%, OB, travel retail, 1l, +/-2015)","Glenfiddich 'Reserve Cask' (40%, OB, travel retail, 1l, +/-2015) Reserve Cask (how creative!) is the slightly more expensive version of ‘Select Cask’, which we found underwhelming (WF 77). Travel retail, maybe, but rather Ryanair than Singapore Airlines. But maybe will this humble NAS baby be more to my liking… Colour: full gold. Nose: ale and cider and overripe apples and leaves and caramel at first nosing, then more interesting notes of old Sauternes that went dry. That’s nice! Mouth: very ‘travel retail’. Easy, malty, caramelly (it really feels), all on sponge cake, apple crumble and a bit of sour wood. The mouth feel isn’t big, and that’s an understatement. Finish: very short. Leaves a feeling of earl grey tea as the aftertaste. A little honey. Comments: not bad, but it’s more or less in the same category as Diageo’s entry-level Singletons. These diplomatic juices sure won’t offend any travellers. SGP:441 - 76 points.",76,2015-07-30,https://www.whiskyfun.com/archivejuly15-2-Auchentoshan-Dalmore-Bunnahabhain-Glendronach-Ardbeg.html,3cd4fd7aaddb5cf2ff900bf2e8cd3c2b99627c5435233b1c70d978a8e76ecd86
"Glenfiddich 19 yo 'Age of Discovery' (40%, OB, red wine cask finish, +/-2013)","Glenfiddich 19 yo 'Age of Discovery' (40%, OB, red wine cask finish, +/-2013) Red wine cask finish? How very scary. Apparently, they’ve been using South American Bordeaux blend wine casks. Now, the Age of Discovery bourbon and Madeira have been to my liking (both WF 85) so we’ll see what we’ll see… Colour: gold. Good rinsing ;-). Nose: well done! No ‘red wine’, which is cool. I love red wine, but if I need red wine, I drink red wine. Haha. Rather Virginia tobacco leaves, earl grey tea, butterscotch, humus and mushrooms, ripe greengages (which makes it pretty summery, how appropriate), apricots… It’s a very subtle and complex nose, only the lack of watts makes it a little frustrating. Oh and there are funny hints of miso soup and smoked ham. Mouth: another world after the undemanding Reserve Cask. It’s grassier, oakier, grittier, kind of wilder, with a little ginger and green pepper (quite cabernety), then oranges, tea, dried apricots, and ‘ideas’ of smoked ham. It’s light, but it’s not too ‘scrawny’. Finish: short, but with a funny saltiness. Or something that triggers our salt receptor, as some would say. Some tea tannins. Comments: the pedigree was scary, but it was all very all right. The red wine has been kept at bay. SGP:451 - 82 points.",82,2015-07-30,https://www.whiskyfun.com/archivejuly15-2-Auchentoshan-Dalmore-Bunnahabhain-Glendronach-Ardbeg.html,7e3e4ee980eb7c059edc0aaae8d19f837b539346ae85a1f05c1db2ae66ba4680
